Tiempo (s),Amplitud Normalizada
0.45,0.018301092313305553
0.4500208333333333,0.018539386649581633
0.4500416666666667,0.018539386649581633
0.4500625,0.018539386649581633
0.45008333333333334,0.018539386649581633
0.4501041666666667,0.018539386649581633
0.450125,0.018539386649581633
0.45014583333333336,0.018539386649581633
0.45016666666666666,0.018539386649581633
0.4501875,0.018539386649581633
0.4502083333333333,0.018539386649581633
0.4502291666666667,0.018539386649581633
0.45025,0.018539386649581633
0.45027083333333334,0.018539386649581633
0.45029166666666665,0.018539386649581633
0.4503125,0.018539386649581633
0.4503333333333333,0.018539386649581633
0.45035416666666667,0.018539386649581633
0.450375,0.018539386649581633
0.45039583333333333,0.018539386649581633
0.4504166666666667,0.018539386649581633
0.4504375,0.018539386649581633
0.45045833333333335,0.018539386649581633
0.45047916666666665,0.018539386649581633
0.4505,0.018539386649581633
0.4505208333333333,0.018539386649581633
0.4505416666666667,0.018539386649581633
0.4505625,0.018539386649581633
0.45058333333333334,0.018539386649581633
0.45060416666666664,0.018539386649581633
0.450625,0.018539386649581633
0.45064583333333336,0.018539386649581633
0.45066666666666666,0.018539386649581633
0.4506875,0.018539386649581633
0.4507083333333333,0.018539386649581633
0.4507291666666667,0.018539386649581633
0.45075,0.018539386649581633
0.45077083333333334,0.018539386649581633
0.45079166666666665,0.018539386649581633
0.4508125,0.018539386649581633
0.4508333333333333,0.018539386649581633
0.45085416666666667,0.018539386649581633
0.450875,0.018539386649581633
0.45089583333333333,0.018539386649581633
0.4509166666666667,0.018539386649581633
0.4509375,0.018539386649581633
0.45095833333333335,0.018539386649581633
0.45097916666666665,0.018539386649581633
0.451,0.018539386649581633
0.4510208333333333,0.018539386649581633
0.4510416666666667,0.018539386649581633
0.4510625,0.018539386649581633
0.45108333333333334,0.018539386649581633
0.45110416666666664,0.018539386649581633
0.451125,0.018539386649581633
0.45114583333333336,0.018539386649581633
0.45116666666666666,0.018539386649581633
0.4511875,0.018539386649581633
0.4512083333333333,0.018539386649581633
0.4512291666666667,0.018539386649581633
0.45125,0.018539386649581633
0.45127083333333334,0.018539386649581633
0.45129166666666665,0.018539386649581633
0.4513125,0.018539386649581633
0.4513333333333333,0.018539386649581633
0.45135416666666667,0.018539386649581633
0.451375,0.018539386649581633
0.45139583333333333,0.018539386649581633
0.4514166666666667,0.018539386649581633
0.4514375,0.018539386649581633
0.45145833333333335,0.018539386649581633
0.45147916666666665,0.018539386649581633
0.4515,0.018539386649581633
0.4515208333333333,0.018539386649581633
0.4515416666666667,0.018539386649581633
0.4515625,0.018539386649581633
0.45158333333333334,0.018539386649581633
0.45160416666666664,0.018539386649581633
0.451625,0.018539386649581633
0.45164583333333336,0.018539386649581633
0.45166666666666666,0.018539386649581633
0.4516875,0.018539386649581633
0.4517083333333333,0.018539386649581633
0.4517291666666667,0.018539386649581633
0.45175,0.018539386649581633
0.45177083333333334,0.018539386649581633
0.45179166666666665,0.018539386649581633
0.4518125,0.018539386649581633
0.4518333333333333,0.018539386649581633
0.45185416666666667,0.018539386649581633
0.451875,0.018539386649581633
0.45189583333333333,0.018539386649581633
0.4519166666666667,0.018539386649581633
0.4519375,0.018539386649581633
0.45195833333333335,0.018539386649581633
0.45197916666666665,0.018539386649581633
0.452,0.018539386649581633
0.4520208333333333,0.018539386649581633
0.4520416666666667,0.018539386649581633
0.4520625,0.018539386649581633
0.45208333333333334,0.018539386649581633
0.45210416666666664,0.018539386649581633
0.452125,0.018539386649581633
0.45214583333333336,0.018539386649581633
0.45216666666666666,0.018539386649581633
0.4521875,0.018539386649581633
0.4522083333333333,0.018539386649581633
0.4522291666666667,0.018539386649581633
0.45225,0.018539386649581633
0.45227083333333334,0.018539386649581633
0.45229166666666665,0.018539386649581633
0.4523125,0.018539386649581633
0.4523333333333333,0.018539386649581633
0.45235416666666667,0.018539386649581633
0.452375,0.018539386649581633
0.45239583333333333,0.018539386649581633
0.4524166666666667,0.018539386649581633
0.4524375,0.018539386649581633
0.45245833333333335,0.018539386649581633
0.45247916666666665,0.018539386649581633
0.4525,0.018539386649581633
0.4525208333333333,0.018539386649581633
0.4525416666666667,0.018539386649581633
0.4525625,0.018539386649581633
0.45258333333333334,0.018539386649581633
0.45260416666666664,0.018539386649581633
0.452625,0.018539386649581633
0.45264583333333336,0.018539386649581633
0.45266666666666666,0.018539386649581633
0.4526875,0.018539386649581633
0.4527083333333333,0.018539386649581633
0.4527291666666667,0.018539386649581633
0.45275,0.018539386649581633
0.45277083333333334,0.018539386649581633
0.45279166666666665,0.018539386649581633
0.4528125,0.018539386649581633
